"","State","Name","Saffir_Simpson_Category","Date_Closest","Year_Closest","Date_Formed","Date_Extratropical","Date_Dissipated","Fatalities","Damage","URL_Searched","Damage_Estimate","Fatalities_Estimate","Detail_QA"
"282","Mississippi","Unnamed","2",1909-09-21,"1909",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"283","Mississippi","Unnamed","2",1915-09-29,"1915",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"284","Mississippi","Unnamed","3",1916-07-06,"1916",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"285","Mississippi","Unnamed","1",1923-10-16,"1923",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"286","Mississippi","Unnamed","1",1926-09-21,"1926",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"287","Mississippi","Unnamed","2",1947-09-19,"1947",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"288","Mississippi","Ethel","1",1960-09-15,"1960",1960-09-12,NA,1960-09-17,"1 indirect","$1.5 million ","https://en.wikipedia.org/wiki/Hurricane_Ethel_(1960)",1500000,1,"Yes"
"289","Mississippi","Camille","5",1969-08-18,"1969",1969-08-14,NA,1969-08-22,"259 total","$1.42 billion ","https://en.wikipedia.org/wiki/Hurricane_Camille_(1969)",1420000000,259,"Yes"
"290","Mississippi","Frederic","3",1979-09-13,"1979",1979-08-29,NA,1979-09-15,"12","$1.77 billion ","https://en.wikipedia.org/wiki/Hurricane_Frederic",1770000000,12,"Yes"
"291","Mississippi","Elena","3",1985-09-02,"1985",1985-08-28,NA,1985-09-04,"9","$1.3 billion ","https://en.wikipedia.org/wiki/Hurricane_Elena",1300000000,9,"Yes"
"292","Mississippi","Georges","2",1998-09-29,"1998",1998-09-15,NA,1998-10-01,"604","$9.37 billion ","https://en.wikipedia.org/wiki/Hurricane_Georges_(1998)",9370000000,604,"Yes"
"293","Mississippi","Katrina","3",2005-08-29,"2005",2005-08-23,2005-08-30,2005-08-31,"1392 total","$125 billion ","https://en.wikipedia.org/wiki/Hurricane_Katrina_(2005)",125000000000,1392,"Yes"
"294","Mississippi","Nate","1",2017-10-08,"2017",2017-10-04,2017-10-09,2017-10-11,"48","$787 million ","https://en.wikipedia.org/wiki/Hurricane_Nate_(2017)",787000000,48,"Yes"
"295","Mississippi","Zeta","2",2020-10-29,"2020",2020-10-24,NA,2020-10-30,"9 total","$4.4 billion ","https://en.wikipedia.org/wiki/Hurricane_Zeta_(2020)",4400000000,9,"Yes"
"296","New Hampshire","Gloria","1",1985-09-27,"1985",1985-09-16,1985-09-28,1985-10-04,"14","$900 million ","https://en.wikipedia.org/wiki/Hurricane_Gloria",900000000,14,"Yes"
"297","New Jersey","Unnamed","1",1878-10-23,"1878",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"298","New Jersey","Unnamed","1",1903-09-16,"1903",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"299","New Jersey","Unnamed","1",1934-09-08,"1934",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"300","New Jersey","Unnamed","1",1944-09-14,"1944",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"301","New York","Unnamed","1",1858-09-16,"1858",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"302","New York","Unnamed","1",1869-09-08,"1869",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"303","New York","Unnamed","1",1893-08-24,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"304","New York","Unnamed","1",1894-10-10,"1894",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"305","New York","Unnamed","1",1934-09-08,"1934",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"306","New York","Unnamed","3",1938-09-21,"1938",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"307","New York","Unnamed","2",1944-09-15,"1944",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"308","New York","Carol","3",1954-08-31,"1954",1954-08-25,1954-08-31,1954-09-01,"72","$462 million ","https://en.wikipedia.org/wiki/Hurricane_Carol_(1954)",462000000,72,"Yes"
"309","New York","Edna","1",1954-09-11,"1954",1954-09-02,NA,1954-09-15,"29","&gt;$42.8 million ","https://en.wikipedia.org/wiki/Hurricane_Edna",42800000,29,"Yes"
"310","New York","Donna","2",1960-09-12,"1960",1960-08-29,1960-09-13,1960-09-14,"439","$980 million ","https://en.wikipedia.org/wiki/Hurricane_Donna_(1960)",980000000,439,"Yes"
"311","New York","Agnes","1",1972-06-22,"1972",1972-06-14,1972-06-23,1972-07-06,"128 direct","$2.1 billion ","https://en.wikipedia.org/wiki/Hurricane_Agnes",2100000000,128,"Yes"
"312","New York","Belle","1",1976-08-10,"1976",1976-08-06,1976-08-10,1976-08-15,"12","$100 million ","https://en.wikipedia.org/wiki/Hurricane_Belle_(1976)",100000000,12,"Yes"
"313","New York","Gloria","1",1985-09-27,"1985",1985-09-16,1985-09-28,1985-10-04,"14","$900 million ","https://en.wikipedia.org/wiki/Hurricane_Gloria",900000000,14,"Yes"
"314","New York","Bob","2",1991-08-19,"1991",1991-08-16,1991-08-20,1991-08-29,"17","$1.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Bob_(1991)",1500000000,17,"Yes"
"315","New York","Sandy","1",2012-10-29,"2012",2012-10-22,NA,2012-11-02,"233","$68.7 billion ","https://en.wikipedia.org/wiki/Hurricane_Sandy_(2012)",68700000000,233,"Yes"
"316","North Carolina","Unnamed","1",1857-09-13,"1857",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"317","North Carolina","Unnamed","1",1861-09-27,"1861",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"318","North Carolina","Unnamed","1",1861-11-02,"1861",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"319","North Carolina","Unnamed","1",1874-09-24,"1874",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"320","North Carolina","Unnamed","1",1876-09-17,"1876",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"321","North Carolina","Unnamed","2",1878-10-23,"1878",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"322","North Carolina","Unnamed","3",1879-08-18,"1879",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"323","North Carolina","Unnamed","1",1880-09-09,"1880",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"324","North Carolina","Unnamed","2",1881-09-09,"1881",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"325","North Carolina","Unnamed","2",1883-09-11,"1883",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"326","North Carolina","Unnamed","2",1885-09-25,"1885",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"327","North Carolina","Unnamed","1",1887-08-20,"1887",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"328","North Carolina","Unnamed","1",1893-08-28,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"329","North Carolina","Unnamed","1",1893-10-13,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"330","North Carolina","Unnamed","1",1896-09-29,"1896",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"331","North Carolina","Unnamed","3",1899-08-18,"1899",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"332","North Carolina","Unnamed","2",1899-10-31,"1899",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"333","North Carolina","Unnamed","1",1901-07-11,"1901",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"334","North Carolina","Unnamed","1",1906-09-17,"1906",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"335","North Carolina","Unnamed","1",1908-07-31,"1908",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"336","North Carolina","Unnamed","1",1913-09-03,"1913",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"337","North Carolina","Unnamed","1",1918-08-24,"1918",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"338","North Carolina","Unnamed","1",1924-08-26,"1924",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"339","North Carolina","Unnamed","1",1933-08-23,"1933",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"340","North Carolina","Unnamed","2",1933-09-16,"1933",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"341","North Carolina","Unnamed","1",1934-09-09,"1934",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"342","North Carolina","Unnamed","1",1936-09-18,"1936",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"343","North Carolina","Unnamed","1",1944-08-01,"1944",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"344","North Carolina","Unnamed","2",1944-09-14,"1944",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"345","North Carolina","Unnamed","1",1949-08-24,"1949",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"346","North Carolina","Barbara","1",1953-08-14,"1953",1953-08-11,1953-08-15,1953-08-16,"9","$1.3 million ","https://en.wikipedia.org/wiki/Hurricane_Barbara_(1953)",1300000,9,"Yes"
"347","North Carolina","Carol","1",1954-08-31,"1954",1954-08-25,1954-08-31,1954-09-01,"72","$462 million ","https://en.wikipedia.org/wiki/Hurricane_Carol_(1954)",462000000,72,"Yes"
"348","North Carolina","Edna","1",1954-09-11,"1954",1954-09-02,NA,1954-09-15,"29","&gt;$42.8 million ","https://en.wikipedia.org/wiki/Hurricane_Edna",42800000,29,"Yes"
"349","North Carolina","Hazel","4",1954-10-15,"1954",1954-10-05,1954-10-15,1954-10-18,"591–1191","$382 million ","https://en.wikipedia.org/wiki/Hurricane_Hazel",382000000,1782,"Yes"
"350","North Carolina","Connie","2",1955-08-12,"1955",1955-08-03,NA,1955-08-15,"77","$86 million ","https://en.wikipedia.org/wiki/Hurricane_Connie_(1955)",86000000,77,"Yes"
"351","North Carolina","Ione","2",1955-09-19,"1955",1955-09-10,NA,1955-09-21,"7 direct","$88 million ","https://en.wikipedia.org/wiki/Hurricane_Ione",88000000,7,"Yes"
"352","North Carolina","Helene","3",1958-09-27,"1958",1958-09-21,1958-09-29,1958-10-04,"1 indirect","$11.4 million ","https://en.wikipedia.org/wiki/Hurricane_Helene_(1958)",11400000,1,"Yes"
"353","North Carolina","Donna","2",1960-09-12,"1960",1960-08-29,1960-09-13,1960-09-14,"439","$980 million ","https://en.wikipedia.org/wiki/Hurricane_Donna_(1960)",980000000,439,"Yes"
"354","North Carolina","Ginger","1",1971-09-30,"1971",1971-09-10,1971-10-06,1971-10-07,"1 direct","$10 million ","https://en.wikipedia.org/wiki/Hurricane_Ginger_(1971)",10000000,1,"Yes"
"355","North Carolina","Diana","2",1984-09-13,"1984",1984-09-08,NA,1984-09-16,"3 indirect","$65.5 million ","https://en.wikipedia.org/wiki/Hurricane_Diana_(1984)",65500000,3,"Yes"
"356","North Carolina","Gloria","3",1985-09-27,"1985",1985-09-16,1985-09-28,1985-10-04,"14","$900 million ","https://en.wikipedia.org/wiki/Hurricane_Gloria",900000000,14,"Yes"
"357","North Carolina","Charley","1",1986-08-17,"1986",1986-08-15,1986-08-20,1986-08-30,"15","&gt;$15 million ","https://en.wikipedia.org/wiki/Hurricane_Charley_(1986)",15000000,15,"Yes"
"358","North Carolina","Hugo","1",1989-09-22,"1989",NA,NA,NA,NA,NA,"https://en.wikipedia.org/wiki/Hurricane_Hugo_(1989)",NA,NA,"No"
"359","North Carolina","Emily","3",1993-08-31,"1993",1993-08-22,NA,1993-09-06,"3","$35 million ","https://en.wikipedia.org/wiki/Hurricane_Emily_(1993)",35000000,3,"Yes"
"360","North Carolina","Bertha","2",1996-07-12,"1996",1996-07-05,1996-07-14,1996-07-18,"12","$335 million ","https://en.wikipedia.org/wiki/Hurricane_Bertha_(1996)",335000000,12,"Yes"
"361","North Carolina","Fran","3",1996-09-06,"1996",1996-08-23,1996-09-08,1996-09-10,"27","$5 billion ","https://en.wikipedia.org/wiki/Hurricane_Fran_(1996)",5000000000,27,"Yes"
"362","North Carolina","Bonnie","2",1998-08-27,"1998",1998-08-19,NA,1998-08-30,"5","$1 billion ","https://en.wikipedia.org/wiki/Hurricane_Bonnie_(1998)",1000000000,5,"Yes"
"363","North Carolina","Floyd","2",1999-09-16,"1999",1999-09-07,1999-09-17,1999-09-19,"85","$6.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Floyd_(1999)",6500000000,85,"Yes"
"364","North Carolina","Irene","2",1999-10-18,"1999",1999-10-13,NA,1999-10-24,"3 direct 16 indirect","$800 million ","https://en.wikipedia.org/wiki/Hurricane_Irene_(1999)",800000000,19,"Yes"
"365","North Carolina","Isabel","2",2003-09-18,"2003",2003-09-06,2003-09-19,2003-09-20,"51","$3.6 billion ","https://en.wikipedia.org/wiki/Hurricane_Isabel_(2003)",3600000000,51,"Yes"
"366","North Carolina","Alex","1",2004-08-03,"2004",2004-07-31,NA,2004-08-06,"1 direct","$7.5 million ","https://en.wikipedia.org/wiki/Hurricane_Alex_(2004)",7500000,1,"Yes"
"367","North Carolina","Charley","1",2004-08-14,"2004",2004-08-09,2004-08-14,2004-08-15,"35","$16.9 billion ","https://en.wikipedia.org/wiki/Hurricane_Charley_(2004)",16900000000,35,"Yes"
"368","North Carolina","Ophelia","1",2005-09-14,"2005",2005-09-06,2005-09-18,2005-09-23,"3","$70 million ","https://en.wikipedia.org/wiki/Hurricane_Ophelia_(2005)",70000000,3,"Yes"
"369","North Carolina","Irene","1",2011-08-27,"2011",2011-08-21,2011-08-28,2011-08-30,"58 total","$14.2 billion ","https://en.wikipedia.org/wiki/Hurricane_Irene_(2011)",14200000000,58,"Yes"
"370","North Carolina","Arthur","2",2014-07-04,"2014",2014-07-01,2014-07-05,2014-07-09,"2 indirect","$39.5 million","https://en.wikipedia.org/wiki/Hurricane_Arthur_(2014)",39500000,2,"Yes"
"371","North Carolina","Matthew","1",2016-10-08,"2016",2016-09-28,2016-10-09,2016-10-10,"603 total","$16.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Matthew_(2016)",16500000000,603,"Yes"
"372","North Carolina","Florence","1",2018-09-14,"2018",2018-08-31,2018-09-17,2018-09-18,"54","$24.2 billion ","https://en.wikipedia.org/wiki/Hurricane_Florence_(2018)",24200000000,54,"Yes"
"373","North Carolina","Dorian","2",2019-09-06,"2019",2019-08-24,2019-09-07,2019-09-10,"84 total","≥$5.1 billion ","https://en.wikipedia.org/wiki/Hurricane_Dorian_(2019)",5100000000,84,"Yes"
"374","North Carolina","Isaias","1",2020-08-04,"2020",NA,NA,NA,NA,NA,"https://en.wikipedia.org/wiki/Hurricane_Isaias_(2020)",NA,NA,"No"
"375","Rhode Island","Unnamed","1",1858-09-16,"1858",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"376","Rhode Island","Unnamed","1",1869-09-08,"1869",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"377","Rhode Island","Unnamed","1",1894-10-10,"1894",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"378","Rhode Island","Unnamed","1",1896-09-10,"1896",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"379","Rhode Island","Unnamed","3",1938-09-21,"1938",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"380","Rhode Island","Unnamed","2",1944-09-15,"1944",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"381","Rhode Island","Carol","3",1954-08-31,"1954",1954-08-25,1954-08-31,1954-09-01,"72","$462 million ","https://en.wikipedia.org/wiki/Hurricane_Carol_(1954)",462000000,72,"Yes"
"382","Rhode Island","Edna","1",1954-09-11,"1954",1954-09-02,NA,1954-09-15,"29","&gt;$42.8 million ","https://en.wikipedia.org/wiki/Hurricane_Edna",42800000,29,"Yes"
"383","Rhode Island","Donna","1",1960-09-12,"1960",1960-08-29,1960-09-13,1960-09-14,"439","$980 million ","https://en.wikipedia.org/wiki/Hurricane_Donna_(1960)",980000000,439,"Yes"
"384","Rhode Island","Bob","2",1991-08-19,"1991",1991-08-16,1991-08-20,1991-08-29,"17","$1.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Bob_(1991)",1500000000,17,"Yes"
"385","South Carolina","Unnamed","2",1854-09-08,"1854",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"386","South Carolina","Unnamed","1",1867-06-22,"1867",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"387","South Carolina","Unnamed","1",1874-09-28,"1874",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"388","South Carolina","Unnamed","1",1878-09-12,"1878",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"389","South Carolina","Unnamed","1",1881-08-28,"1881",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"390","South Carolina","Unnamed","1",1883-09-11,"1883",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"391","South Carolina","Unnamed","3",1885-08-25,"1885",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"392","South Carolina","Unnamed","3",1893-08-28,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"393","South Carolina","Unnamed","3",1893-10-13,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"394","South Carolina","Unnamed","1",1894-09-27,"1894",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"395","South Carolina","Unnamed","1",1896-09-29,"1896",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"396","South Carolina","Unnamed","1",1898-08-31,"1898",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"397","South Carolina","Unnamed","2",1899-10-31,"1899",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"398","South Carolina","Unnamed","1",1904-09-14,"1904",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"399","South Carolina","Unnamed","1",1906-09-17,"1906",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"400","South Carolina","Unnamed","2",1911-08-28,"1911",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"401","South Carolina","Unnamed","1",1913-10-08,"1913",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"402","South Carolina","Unnamed","2",1916-07-14,"1916",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"403","South Carolina","Unnamed","1",1928-09-18,"1928",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"404","South Carolina","Unnamed","2",1940-08-11,"1940",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"405","South Carolina","Unnamed","2",1947-10-15,"1947",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"406","South Carolina","Able","2",1952-08-31,"1952",1952-08-18,NA,1952-09-02,"3 indirect","$2.75 million ","https://en.wikipedia.org/wiki/Hurricane_Able_(1952)",2750000,3,"Yes"
"407","South Carolina","Hazel","4",1954-10-15,"1954",1954-10-05,1954-10-15,1954-10-18,"591–1191","$382 million ","https://en.wikipedia.org/wiki/Hurricane_Hazel",382000000,1782,"Yes"
"408","South Carolina","Cindy","1",1959-07-09,"1959",1959-07-05,NA,1959-07-11,"6","$75,000 ","https://en.wikipedia.org/wiki/Hurricane_Cindy_(1959)",75000,6,"Yes"
"409","South Carolina","Gracie","4",1959-09-29,"1959",1959-09-20,1959-09-30,1959-10-02,"22 direct","$14 million ","https://en.wikipedia.org/wiki/Hurricane_Gracie_(1959)",14000000,22,"Yes"
"410","South Carolina","David","2",1979-09-04,"1979",1979-08-25,1979-09-06,1979-09-08,"2078","$1.54 billion ","https://en.wikipedia.org/wiki/Hurricane_David_(1979)",1540000000,2078,"Yes"
"411","South Carolina","Bob","1",1985-07-25,"1985",1985-07-21,NA,1985-07-26,"5 indirect","$20 million ","https://en.wikipedia.org/wiki/Hurricane_Bob_(1985)",20000000,5,"Yes"
"412","South Carolina","Hugo","4",1989-09-22,"1989",NA,NA,NA,NA,NA,"https://en.wikipedia.org/wiki/Hurricane_Hugo_(1989)",NA,NA,"No"
"413","South Carolina","Charley","1",2004-08-14,"2004",2004-08-09,2004-08-14,2004-08-15,"35","$16.9 billion ","https://en.wikipedia.org/wiki/Hurricane_Charley_(2004)",16900000000,35,"Yes"
"414","South Carolina","Gaston","1",2004-08-29,"2004",2004-08-27,2004-09-01,2004-09-03,"9","$130 million ","https://en.wikipedia.org/wiki/Hurricane_Gaston_(2004)",130000000,9,"Yes"
"415","South Carolina","Matthew","1",2016-10-08,"2016",2016-09-28,2016-10-09,2016-10-10,"603 total","$16.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Matthew_(2016)",16500000000,603,"Yes"
"416","South Carolina","Isaias","1",2020-08-04,"2020",NA,NA,NA,NA,NA,"https://en.wikipedia.org/wiki/Hurricane_Isaias_(2020)",NA,NA,"No"
"417","South Carolina","Ian","1",2022-09-30,"2022",2022-09-23,2022-09-30,2022-10-01,"161","$113 billion ","https://en.wikipedia.org/wiki/Hurricane_Ian_(2022)",113000000000,161,"Yes"
"418","Texas","Unnamed","1",1851-06-25,"1851",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"419","Texas","Unnamed","1",1854-06-26,"1854",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"420","Texas","Unnamed","2",1854-09-18,"1854",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"421","Texas","Unnamed","1",1865-09-13,"1865",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"422","Texas","Unnamed","2",1866-07-15,"1866",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"423","Texas","Unnamed","1",1867-10-02,"1867",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"424","Texas","Unnamed","2",1869-08-17,"1869",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"425","Texas","Unnamed","3",1875-09-16,"1875",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"426","Texas","Unnamed","2",1879-08-23,"1879",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"427","Texas","Unnamed","3",1880-08-13,"1880",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"428","Texas","Unnamed","2",1886-06-14,"1886",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"429","Texas","Unnamed","4",1886-08-20,"1886",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"430","Texas","Unnamed","1",1886-09-23,"1886",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"431","Texas","Unnamed","2",1886-10-12,"1886",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"432","Texas","Unnamed","2",1887-09-21,"1887",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"433","Texas","Unnamed","1",1888-06-17,"1888",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"434","Texas","Unnamed","1",1891-07-05,"1891",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"435","Texas","Unnamed","1",1895-08-30,"1895",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"436","Texas","Unnamed","1",1897-09-13,"1897",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"437","Texas","Unnamed","4",1900-09-09,"1900",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"438","Texas","Unnamed","2",1909-06-29,"1909",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"439","Texas","Unnamed","3",1909-07-21,"1909",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"440","Texas","Unnamed","1",1909-08-27,"1909",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"441","Texas","Unnamed","2",1910-09-14,"1910",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"442","Texas","Unnamed","2",1912-10-16,"1912",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"443","Texas","Unnamed","1",1913-06-27,"1913",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"444","Texas","Unnamed","4",1915-08-17,"1915",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"445","Texas","Unnamed","4",1916-08-18,"1916",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"446","Texas","Unnamed","1",1918-08-07,"1918",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"447","Texas","Unnamed","3",1919-09-14,"1919",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"448","Texas","Unnamed","1",1921-06-22,"1921",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"449","Texas","Unnamed","1",1929-06-28,"1929",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"450","Texas","Unnamed","4",1932-08-14,"1932",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"451","Texas","Unnamed","2",1933-08-07,"1933",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"452","Texas","Unnamed","3",1933-09-05,"1933",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"453","Texas","Unnamed","2",1934-07-25,"1934",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"454","Texas","Unnamed","1",1936-06-27,"1936",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"455","Texas","Unnamed","2",1940-08-08,"1940",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"456","Texas","Unnamed","3",1941-09-23,"1941",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"457","Texas","Unnamed","1",1942-08-21,"1942",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"458","Texas","Unnamed","3",1942-08-30,"1942",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"459","Texas","Unnamed","2",1943-07-27,"1943",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"460","Texas","Unnamed","2",1945-08-27,"1945",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"461","Texas","Unnamed","1",1947-08-24,"1947",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"462","Texas","Unnamed","2",1949-10-04,"1949",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"463","Texas","Audrey","2",1957-06-27,"1957",1957-06-25,NA,1957-06-29,"&gt;431","$150 million ","https://en.wikipedia.org/wiki/Hurricane_Audrey_(1957)",150000000,431,"Yes"
"464","Texas","Debra","1",1959-07-25,"1959",1959-07-23,NA,1959-07-28,"None","$7 million ","https://en.wikipedia.org/wiki/Hurricane_Debra_(1959)",7000000,0,"Yes"
"465","Texas","Carla","4",1961-09-11,"1961",1961-09-03,1961-09-13,1961-09-17,"43 direct","$326 million ","https://en.wikipedia.org/wiki/Hurricane_Carla_(1961)",326000000,43,"Yes"
"466","Texas","Beulah","3",1967-09-20,"1967",1967-09-05,NA,1967-09-22,"59 direct","$235 million ","https://en.wikipedia.org/wiki/Hurricane_Beulah_(1967)",235000000,59,"Yes"
"467","Texas","Celia","4",1970-08-03,"1970",1970-07-31,NA,1970-08-05,"28","$930 million ","https://en.wikipedia.org/wiki/Hurricane_Celia_(1970)",930000000,28,"Yes"
"468","Texas","Fern","1",1971-09-10,"1971",1971-09-03,NA,1971-09-13,"2 indirect","$30.2 million ","https://en.wikipedia.org/wiki/Hurricane_Fern_(1971)",30200000,2,"Yes"
"469","Texas","Allen","3",1980-08-10,"1980",1980-07-31,NA,1980-08-11,"269","$1.57 billion ","https://en.wikipedia.org/wiki/Hurricane_Allen_(1980)",1570000000,269,"Yes"
"470","Texas","Alicia","3",1983-08-18,"1983",1983-08-15,1983-08-20,1983-08-21,"21","$3 billion ","https://en.wikipedia.org/wiki/Hurricane_Alicia_(1983)",3000000000,21,"Yes"
"471","Texas","Bonnie","1",1986-06-28,"1986",1986-06-23,NA,1986-06-28,"5","$42 million ","https://en.wikipedia.org/wiki/Hurricane_Bonnie_(1986)",42000000,5,"Yes"
"472","Texas","Chantal","1",1989-08-01,"1989",1989-07-30,NA,1989-08-03,"13 direct","$100 million ","https://en.wikipedia.org/wiki/Hurricane_Chantal_(1989)",100000000,13,"Yes"
"473","Texas","Jerry","1",1989-10-16,"1989",1989-10-12,NA,1989-10-16,"3 direct","$70 million ","https://en.wikipedia.org/wiki/Hurricane_Jerry_(1989)",70000000,3,"Yes"
"474","Texas","Bret","3",1999-08-23,"1999",1999-08-18,NA,1999-08-25,"7","$15 million ","https://en.wikipedia.org/wiki/Hurricane_Bret_(1999)",15000000,7,"Yes"
